Filename,Label,Preprocessing,Contrast0,Homogeneity0,Dissimilarity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Homogeneity45,Dissimilarity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Homogeneity90,Dissimilarity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Homogeneity135,Dissimilarity135,Entropy135,ASM135,Energy135,Correlation135
snail (188).jpg,snail,prepo2_resize+grayscale+median,44.71580246409923,0.26170668740035535,4.281790551566579,7.8990157808319745,0.0007039705251303086,0.026532442879054853,0.9798392984372558,193.19050837045,0.16511652858472164,8.665919213638457,8.545059254476403,0.00036893391265059247,0.01920765245027597,0.912987114963311,157.77893178104574,0.19682194849861975,7.499029820261437,8.398285897808183,0.00043823450774475094,0.02093405139347735,0.9289015602736722,187.5640608201505,0.17484564192059066,8.278564480622535,8.492381216994996,0.00039241985090510844,0.01980958987220857,0.9155226591644944
snail (189).jpg,snail,prepo2_resize+grayscale+median,37.59570822454308,0.27921900610663947,4.000469157963447,8.064726494101333,0.0005161650073268317,0.022719265114145567,0.988503633726294,87.53029232580761,0.2092093584810155,6.156146009317565,8.477600588439328,0.00034192570482786066,0.01849123318840203,0.9732261120821518,57.68791870915033,0.23642602913040545,5.055545343137254,8.293811973542105,0.00040713961301943165,0.020177700885369267,0.9823359406194502,88.09433266779295,0.20762974565310693,6.21900373726514,8.492114461176255,0.0003368440627693137,0.01835331203813943,0.9730535356876792
snail (19).jpg,snail,prepo2_resize+grayscale+median,44.85060378590078,0.27582863669941826,4.397743962140993,8.154056205791948,0.000455349960271497,0.02133893062624032,0.9901127125688691,97.67145855731326,0.21551680952389307,6.460932780422874,8.515290555964661,0.0003175946609094643,0.01782118573242152,0.9784985520982853,50.14259599673201,0.2538953078186673,4.5816687091503265,8.203816449798786,0.00043460905753062385,0.02084727937958869,0.9889485443769753,79.7776378436492,0.21791901457946383,5.814088977627605,8.42706793669528,0.0003565697473522755,0.018883054502708916,0.9824381207432359
snail (194).jpg,snail,prepo2_resize+grayscale+median,28.032096524151434,0.4775657844589271,2.767328247389034,7.316589710211189,0.001980025027339143,0.044497472145495445,0.9938134135467322,90.46464956739875,0.3167743662768268,4.995402651922387,7.944297845996309,0.0008873948100106986,0.02978917269765474,0.9800404749663975,73.12402982026146,0.339417465847744,4.512101715686276,7.885057213572896,0.0009630116993096942,0.03103242980028625,0.983870219792652,92.08466697383915,0.3234785561338824,5.259663134183177,8.009107429713474,0.0009609329987497003,0.03099891931583584,0.9796830232810316
snail (2).jpg,snail,prepo2_resize+grayscale+median,44.53610476501305,0.27181427883549697,4.328308583550914,8.025011766519496,0.0004981147010866209,0.022318483395755654,0.9835310333789886,74.20927660881584,0.22868175340329638,5.572118978139558,8.264490777965964,0.00039352668666325474,0.019837507067755635,0.9725592781400475,39.421670751634,0.28358490717212437,3.9263684640522882,7.926338607955828,0.0005451888871868194,0.023349280228452854,0.9854375060148948,82.4651103261148,0.22037207031215553,5.76574002969334,8.294077131682242,0.0003836203100550731,0.01958622756058637,0.9695063096700892
snail (200).jpg,snail,prepo2_resize+grayscale+median,16.607131201044385,0.3772012227246302,2.5554830287206265,7.748215597689688,0.0006410977795710653,0.025319908759137845,0.9967953097592455,39.492448676598585,0.2951181643763032,3.833758255260329,8.12973145176705,0.0004442207603550692,0.02107654526612626,0.9923722644661923,31.883782679738562,0.3188404999597574,3.4636642156862743,8.027999702791234,0.0004953820199529293,0.02225717906548198,0.9938369849803821,50.014355193774634,0.2674252988607624,4.395208109353402,8.251662793560866,0.0003951058736890617,0.01987727027760758,0.9903399459139679
snail (24).jpg,snail,prepo2_resize+grayscale+median,51.995073841383814,0.3079562226313721,4.146101909268929,8.387926980854147,0.00035768789547755477,0.018912638511787688,0.9927154420725782,121.6710592330927,0.21729588172889552,6.663410638406798,8.848443295899369,0.00022167768419052917,0.0148888442865969,0.9829470112223093,74.43622344771242,0.24128872969977896,5.383016748366014,8.66384014786566,0.0002610704825401022,0.016157675654007362,0.989557701205782,119.74463728049966,0.21114966520559567,6.715015614600931,8.868288009102082,0.0002149834639445395,0.014662314412961532,0.9832169149369249
snail (36).jpg,snail,prepo2_resize+grayscale+median,23.97994859660574,0.36238267926390655,2.974583877284595,7.435338928661269,0.0012424405723149294,0.03524827048686119,0.9870892186983177,52.98769262274101,0.3218882985580871,4.09015512210106,7.686690506894685,0.0010641712366494557,0.03262163755315566,0.9714718434180607,39.957894199346406,0.31325007643931896,3.7890420751633984,7.669726566293461,0.0009839394912546991,0.031367809793715264,0.9785197217298818,64.74501612655506,0.24281001946752392,5.067792965750269,7.960011876608075,0.0007032224769569468,0.026518342273923284,0.9651417484052597
snail (40).jpg,snail,prepo2_resize+grayscale+median,21.90498531331593,0.6567484698958893,1.6733436684073109,6.684188430925939,0.005224503522865552,0.07228072718827303,0.9978809855665921,47.9241386371781,0.584505635662812,2.592668816874008,7.028111811587086,0.004028712478035186,0.06347213938441958,0.9953668311672126,22.26220383986928,0.6168131399236318,1.9990706699346406,6.875718956727075,0.004454625835432553,0.06674298341722935,0.9978468230661646,36.3931910100855,0.5702323059023604,2.581508216863769,7.053575197767703,0.004037398006677127,0.06354052255590228,0.9964816127049532
snail (45).jpg,snail,prepo2_resize+grayscale+median,46.95857131201045,0.2607634730792806,4.508587630548303,8.184849482425921,0.00046899792658636544,0.021656359956981817,0.9878962111319789,130.85827061895253,0.18624930979437856,7.448574207750986,8.660327595792056,0.0002964450555813315,0.01721757984100354,0.9663579086763607,94.65965073529412,0.2118984669759151,6.258384395424837,8.496118300324511,0.00035080199188880344,0.018729708804164667,0.9756336511449858,126.65484052628884,0.18483811561266808,7.381631085854708,8.656381995848509,0.0002938831619508374,0.017143020794213527,0.9674386338428357
snail (47).jpg,snail,prepo2_resize+grayscale+median,66.23548670039165,0.20437951155970457,5.547272764360313,8.491076653574243,0.0003140599854292872,0.017721737652648152,0.9831370015731542,170.04190856499258,0.14610990897600362,8.923043055342243,8.932488391184034,0.00020321881939289164,0.01425548383580479,0.9567303590440484,120.3826593137255,0.16898129927021172,7.40373774509804,8.76020080110677,0.00024688276152134335,0.01571250334992306,0.9693281452331113,168.11499513643577,0.15054312999695824,8.717995187631187,8.912698064759233,0.00021354193027894527,0.014613073950368734,0.9572213762123665
